"mun";"lei";"desc";"link";"UF";"lei_ord";"ata";"decreto";"medida";"oficio";"portaria";"resolucao";"data";"codmun";"id_munic_7";"id_estado"
"Florianópolis";"Decreto Nº 21569 de 15 de maio de 2020";"CONSOLIDA AS MEDIDAS PARA ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DA INFECÇÃO HUMANA PELO NOVO CORONAVÍRUS (COVID-19) E DÁ OUTRAS PROVI...";"http://leismunicipa.is/lkbny";"SC";0;0;1;0;0;0;0;2020-05-15;420540;4205407;42
"Porto Alegre";"Decreto Nº 20577 de 14 de maio de 2020";"Institui a operação de força-tarefa no âmbito da Administração Direta e Indireta Municipal com a finalidade de atender o aumento das atividades nas demandas à população durante o p...";"http://leismunicipa.is/dyjgn";"RS";0;0;1;0;0;0;0;2020-05-14;431490;4314902;43
"Uberlândia";"Decreto Nº 18627 de 14 de maio de 2020";"AUTORIZA, EM CARÁTER EXCEPCIONAL, A DISTRIBUIÇÃO DE GÊNEROS ALIMENTÍCIOS ADQUIRIDOS COM RECURSOS DO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR <U+0096> PNAE, POR MEIO DE KIT ALIMENTAÇÃO, PA...";"http://leismunicipa.is/yjnef";"MG";0;0;1;0;0;0;0;2020-05-14;317020;3170206;31
"São Bernardo do Campo";"Decreto Nº 21162 de 14 de maio de 2020";"Dispõe sobre a declaração de luto oficial no Município em razão das mortes de pessoas por Coronavírus (COVID - 19), ultrapassando o número de cem (100) óbitos ocorridos nos equipam...";"http://leismunicipa.is/naycl";"SP";0;0;1;0;0;0;0;2020-05-14;354870;3548708;35
"São Bernardo do Campo";"Decreto Nº 21163 de 14 de maio de 2020";"Dispõe sobre suplementação de dotações orçamentárias.";"http://leismunicipa.is/lnyac";"SP";0;0;1;0;0;0;0;2020-05-14;354870;3548708;35
"Niterói";"Lei Ordinária Nº 3498 de 14 de maio de 2020";"Dispõe sobre a prorrogação de benefícios sociais emergenciais por conta da epidemia de Coronavírus em Niterói.";"http://leismunicipa.is/gcnyj";"RJ";1;0;0;0;0;0;0;2020-05-14;330330;3303302;33
"Porto Alegre";"Decreto Nº 20576 de 14 de maio de 2020";"Altera o inc. I do art. 58 do Decreto nº 20.534, de 31 de março de 2020, que decreta o estado de calamidade pública em razão da pandemia de importância internacional decorrente do ...";"http://leismunicipa.is/fhyjn";"RS";0;0;1;0;0;0;0;2020-05-14;431490;4314902;43
"Osasco";"Decreto Nº 12463 de 14 de maio de 2020";"Dispõe sobre a adoção de medidas à otimização na transparência pública dos gastos relacionados à prevenção de contágio pelo novo Coronavírus (CODIV-19) no âmbito das Secretarias Mu...";"http://leismunicipa.is/nkybc";"SP";0;0;1;0;0;0;0;2020-05-14;353440;3534401;35
"São Carlos";"Decreto Nº 59 de 14 de maio de 2020";"INSTITUI E REGULAMENTA A REALIZA??O DE AUDI?NCIA P?BLICA ELETR?NICA, COMO INSTRUMENTO DE TRANSPAR?NCIA DA GEST?O FISCAL, NO MUNIC?PIO DE S?O CARLOS-SC, E DA OUTRAS PROVID?NCIAS.";"http://leismunicipa.is/jlnya";"SC";0;0;1;0;0;0;0;2020-05-14;354890;3548906;35
"Niterói";"Decreto Nº 13598 de 14 de maio de 2020";"Altera o Decreto nº 13.541/2020, que regulamenta a Renda Básica Temporária, instituída pela Lei nº 3.480/2020, elaborada no contexto do enfrentamento aos efeitos econômicos do COVI...";"http://leismunicipa.is/nhdgy";"RJ";0;0;1;0;0;0;0;2020-05-14;330330;3303302;33
"Curitiba";"Lei Ordinária Nº 15634 de 14 de maio de 2020";"Autoriza medidas excepcionais no âmbito dos contratos administrativos, em face da situação de emergência decorrente do novo Coronavírus, autoriza o remanejamento de recursos de fun...";"http://leismunicipa.is/olfcy";"PR";1;0;0;0;0;0;0;2020-05-14;410690;4106902;41
"Recife";"Decreto Nº 33668 de 14 de maio de 2020";"EMENTA: Decreta luto oficial no Município do Recife em virtude do falecimento de quinhentas (500) pessoas vítimas da COVID-19 no município.";"http://leismunicipa.is/jyanc";"PE";0;0;1;0;0;0;0;2020-05-14;261160;2611606;26
"Niterói";"Lei Ordinária Nº 3497 de 14 de maio de 2020";"Altera a Lei nº 3.481/2020, que Institui o Fundo de Crédito Emergencial do Município de Niterói, criado no contexto das medidas para o enfrentamento econômico da epidemia da COVID-...";"http://leismunicipa.is/yjncg";"RJ";1;0;0;0;0;0;0;2020-05-14;330330;3303302;33
"Salvador";"Decreto Nº 32409 de 14 de maio de 2020";"Fica aberto o Crédito Adicional Extraordinário para atender as ações de combate a pandemia do COVID-19.";"http://leismunicipa.is/jyian";"BA";0;0;1;0;0;0;0;2020-05-14;292740;2927408;29
"Salvador";"Decreto Nº 32407 de 14 de maio de 2020";"Fica aberto o Crédito Adicional Extraordinário para atender as ações de combate a pandemia do COVID-19.";"http://leismunicipa.is/jiany";"BA";0;0;1;0;0;0;0;2020-05-14;292740;2927408;29
"Cabo de Santo Agostinho";"Decreto Nº 1897 de 14 de maio de 2020";"Dispõe sobre a prorrogação da suspensão das atividades não essências e sobre novas medidas de restrições para o combate ao Coronavírus (COVID-19), e dá outras providências.";"http://leismunicipa.is/alynj";"PE";0;0;1;0;0;0;0;2020-05-14;260290;2602902;26
"Florianópolis";"Decreto Nº 21559 de 13 de maio de 2020";"ESTABELECE MEDIDAS A SEREM APLICADAS DURANTE A EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DA INFECÇÃO HUMANA PELO NOVO CORONAVÍRUS (COVID-19), E DÁ OUTRAS ...";"http://leismunicipa.is/gynjd";"SC";0;0;1;0;0;0;0;2020-05-13;420540;4205407;42
"Osasco";"Decreto Nº 12462 de 13 de maio de 2020";"Dispõe sobre a abertura de crédito extraordinário no orçamento do Município de Osasco para o exercício de 2020.";"http://leismunicipa.is/hdiyn";"SP";0;0;1;0;0;0;0;2020-05-13;353440;3534401;35
"São Bernardo do Campo";"Resolução Nº 3252 de 13 de maio de 2020";"Institui na Câmara Municipal de São Bernardo do Campo o Sistema de Deliberação Digital (SDD), medida excepcional, destinada a viabilizar o funcionamento do Plenário, durante a emer...";"http://leismunicipa.is/kbnyl";"SP";0;0;0;0;0;0;1;2020-05-13;354870;3548708;35
"Sorocaba";"Decreto Nº 25748 de 13 de maio de 2020";"(Eleva o crédito adicional extraordinário para despesa de investimento das ações de enfrentamento da emergência pública decorrente do novo Coronavírus - COVID-19 e dá outras provid...";"http://leismunicipa.is/kfgoy";"SP";0;0;1;0;0;0;0;2020-05-13;355220;3552205;35
"São Paulo";"Decreto Nº 59434 de 13 de maio de 2020";"Altera o artigo 15-A do Decreto nº 59.283, de 16 de março de 2020, que declara situação de emergência no Município de São Paulo e define outras medidas para o enfrentamento da pand...";"http://leismunicipa.is/nfhdy";"SP";0;0;1;0;0;0;0;2020-05-13;355030;3550308;35
"Camboriú";"Decreto Nº 3677 de 13 de maio de 2020";"ALTERA O DECRETO MUNICIPAL 3.645/2020.";"http://leismunicipa.is/gncyh";"SC";0;0;1;0;0;0;0;2020-05-13;420320;4203204;42
"Niterói";"Decreto Nº 13597 de 13 de maio de 2020";"REGULAMENTA A LEI Nº 3491 DE 29 DE ABRIL DE 2020, QUE DISPÕE SOBRE A CONCESSÃO DE AUXÍLIO EMERGENCIAL AOS MOTORISTAS DE TRANSPORTE REMUNERADO PRIVADO INDIVIDUAL DE PASSAGEIROS POR ...";"http://leismunicipa.is/hndyg";"RJ";0;0;1;0;0;0;0;2020-05-13;330330;3303302;33
"Uberaba";"Decreto Nº 5512 de 13 de maio de 2020";"DISPÕE SOBRE A DESIGNAÇÃO PARA O EXERCÍCIO DA FUNÇÃO PÚBLICA TEMPORÁRIA DE MOTORISTA DE VEÍCULOS DE URGÊNCIA E EMERGÊNCIA, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leismunicipa.is/yndhi";"MG";0;0;1;0;0;0;0;2020-05-13;317010;3170107;31
"Manaus";"Lei Ordinária Nº 2607 de 13 de maio de 2020";"DISPÕE sobre a obrigatoriedade do uso de máscaras de proteção pelos funcionários de drogarias, supermercados, hipermercados e similares e dá outras providências.";"http://leismunicipa.is/nybkg";"AM";1;0;0;0;0;0;0;2020-05-13;130260;1302603;13
"Recife";"Lei Ordinária Nº 18716 de 13 de maio de 2020";"ACRESCENTA NOVA ATRIBUIÇÃO À SECRETARIA DE EDUCAÇÃO, ALTERANDO A LEI Nº 17.108, DE 27 DE JULHO DE 2005.";"http://leismunicipa.is/hngby";"PE";1;0;0;0;0;0;0;2020-05-13;261160;2611606;26
"Uberaba";"Decreto Nº 5514 de 13 de maio de 2020";"DISPÕE SOBRE A DESIGNAÇÃO PARA O EXERCÍCIO DA FUNÇÃO PÚBLICA TEMPORÁRIA DE TÉCNICO EM ENFERMAGEM PARA ATENDIMENTO AO SERVIÇO MÓVEL DE URGÊNCIA <U+0096> SAMU, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leismunicipa.is/nydhi";"MG";0;0;1;0;0;0;0;2020-05-13;317010;3170107;31
"Osasco";"Decreto Nº 12461 de 13 de maio de 2020";"Dispõe sobre a abertura de crédito extraordinário no orçamento do Município de Osasco para o exercício de 2020.";"http://leismunicipa.is/ynidh";"SP";0;0;1;0;0;0;0;2020-05-13;353440;3534401;35
"Guarulhos";"Lei Ordinária Nº 7826 de 13 de maio de 2020";"Dispõe sobre a forma de pagamento de subsídios e de vencimentos de cargos públicos que especifica da Administração Direta e Indireta, durante o estado de calamidade pública declara...";"http://leismunicipa.is/lgnyf";"SP";1;0;0;0;0;0;0;2020-05-13;351880;3518800;35
"Uberaba";"Decreto Nº 5513 de 13 de maio de 2020";"DISPÕE SOBRE A DESIGNAÇÃO, PARA O EXERCÍCIO DA FUNÇÃO PÚBLICA TEMPORÁRIA DE TÉCNICO DE ENFERMAGEM <U+0096> ÁREA DE ATUAÇÃO: TÉCNICO AUXILIAR DE REGULAÇÃO MÉDICA <U+0096> TARM, E DÁ OUTRAS PROVID...";"http://leismunicipa.is/ydnhi";"MG";0;0;1;0;0;0;0;2020-05-13;317010;3170107;31
"Niterói";"Decreto Nº 13593 de 13 de maio de 2020";"Regulamenta a segunda fase do Programa Empresa Cidadã de Niterói.";"http://leismunicipa.is/gydnf";"RJ";0;0;1;0;0;0;0;2020-05-13;330330;3303302;33
"Niterói";"Decreto Nº 13594 de 13 de maio de 2020";"Altera o Decreto nº 13.564/2020 que regulamenta o Fundo de Crédito Emergencial do Município de Niterói - Niterói Supera, instituído pela Lei nº 3.481 de 2 de abril de 2020, criado ...";"http://leismunicipa.is/gynhd";"RJ";0;0;1;0;0;0;0;2020-05-13;330330;3303302;33
"Uberaba";"Decreto Nº 5511 de 13 de maio de 2020";"DISPÕE SOBRE A DESIGNAÇÃO, PARA O EXERCÍCIO DA FUNÇÃO PÚBLICA TEMPORÁRIA DE ENFERMEIRO PADRÃO PARA O SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA - SAMU, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leismunicipa.is/iehny";"MG";0;0;1;0;0;0;0;2020-05-13;317010;3170107;31
"Mogi das Cruzes";"Lei Ordinária Nº 7569 de 13 de maio de 2020";"DETERMINA A OBRIGATORIEDADE DO USO DE MÁSCARAS NO ÂMBITO DO MUNICÍPIO DE MUGI DAS CRUZES, COMO MEDIDA DE ENFRENTAMENTO À DISSEMINAÇÃO DO NOVO CORONAVÍRUS, CAUSADOR DA COVLD-19, NA ...";"http://leismunicipa.is/oljdy";"SP";1;0;0;0;0;0;0;2020-05-13;353060;3530607;35
"São Paulo";"Decreto Nº 59433 de 13 de maio de 2020";"Introduz alterações no Decreto nº 59.403, de 7 de maio de 2020, que institui regime emergencial de restrição de circulação de veículos no Município de São Paulo por conta da pandem...";"http://leismunicipa.is/nfhyd";"SP";0;0;1;0;0;0;0;2020-05-13;355030;3550308;35
"Salvador";"Decreto Nº 32399 de 12 de maio de 2020";"Define ações regionalizadas para enfrentamento da pandemia decorrente do coronavírus mediante apoio e proteção aos moradores e restrição de atividades, na forma que indica.";"http://leismunicipa.is/akycn";"BA";0;0;1;0;0;0;0;2020-05-12;292740;2927408;29
"Florianópolis";"Decreto Nº 21554 de 12 de maio de 2020";"REGULAMENTA AS DISPOSIÇÕES DA LEI FEDERAL Nº 13.992, DE 2020 E LEI ESTADUAL Nº 17.939, DE 2020 QUE TRATAM DA SUSPENSÃO DA OBRIGATORIEDADE DA MANUTENÇÃO DAS METAS QUANTITATIVAS E QU...";"http://leismunicipa.is/ajyng";"SC";0;0;1;0;0;0;0;2020-05-12;420540;4205407;42
"Bragança Paulista";"Lei Ordinária Nº 4729 de 12 de maio de 2020";"Autoriza a transferência à Conta Única do Tesouro Municipal de saldos positivos de fundos especiais de despesa, nos termos que especifica.";"http://leismunicipa.is/dgynl";"SP";1;0;0;0;0;0;0;2020-05-12;350760;3507605;35
"Niterói";"Decreto Nº 13589 de 12 de maio de 2020";"Institui novo prazo de adesão ao Programa Empresa Cidadã de Niterói.";"http://leismunicipa.is/mlykh";"RJ";0;0;1;0;0;0;0;2020-05-12;330330;3303302;33
"Niterói";"Decreto Nº 13590 de 12 de maio de 2020";"Regulamenta o Benefício Emergencial de cestas básicas, instituída pela Lei nº 3.489/2020, elaborada no contexto do enfrentamento aos efeitos econômicos do COVID-19.";"http://leismunicipa.is/mlkyh";"RJ";0;0;1;0;0;0;0;2020-05-12;330330;3303302;33
"Cabo de Santo Agostinho";"Decreto Nº 1896 de 11 de maio de 2020";"Dispõe sobre a prorrogação da suspensão de aulas na rede municipal em virtude do coronavírus (COVID-19), e dá outras providências.";"http://leismunicipa.is/anljy";"PE";0;0;1;0;0;0;0;2020-05-11;260290;2602902;26
"Manaus";"Decreto Nº 4823 de 11 de maio de 2020";"DISPÕE sobre a autorização para suspensão temporária do desconto das parcelas de empréstimos consignados em folha de pagamento dos servidores públicos municipais, por 90 (noventa) ...";"http://leismunicipa.is/ygknb";"AM";0;0;1;0;0;0;0;2020-05-11;130260;1302603;13
"Florianópolis";"Decreto Nº 21546 de 11 de maio de 2020";"ESTABELECE CRIT?RIOS PARA O FUNCIONAMENTO DE ATIVIDADES DURANTE A EMERG?NCIA DE SA?DE P?BLICA DE IMPORT?NCIA INTERNACIONAL DECORRENTE DA INFEC??O HUMANA PELO NOVO CORONAV?RUS-COVID...";"http://leismunicipa.is/bdyng";"SC";0;0;1;0;0;0;0;2020-05-11;420540;4205407;42
"Salvador";"Decreto Nº 32398 de 11 de maio de 2020";"Fica aberto o Crédito Adicional Extraordinário para atender as ações de combate a pandemia do COVID-19.";"http://leismunicipa.is/iynja";"BA";0;0;1;0;0;0;0;2020-05-11;292740;2927408;29
"Goiânia";"Lei Ordinária Nº 10483 de 11 de maio de 2020";"Altera a Lei nº 8.546, de 23 de julho de 2007 que Dispõe sobre a contratação por tempo determinado para atender a necessidade temporária de excepcional interesse público, nos termo...";"http://leismunicipa.is/anbyg";"GO";1;0;0;0;0;0;0;2020-05-11;520870;5208707;52
"Cabo de Santo Agostinho";"Decreto Nº 1895 de 11 de maio de 2020";"Dispõe sobre a suspensão do repasse referente à licença-prêmio dos servidores aposentados, estabelece suspensão da contribuição patronal ao INSS em virtude do coronavírus (COVID-19...";"http://leismunicipa.is/yalnj";"PE";0;0;1;0;0;0;0;2020-05-11;260290;2602902;26
"Sorocaba";"Decreto Nº 25745 de 11 de maio de 2020";"(Dispõe sobre alteração no orçamento vigente e dá outras providências).";"http://leismunicipa.is/oyfkg";"SP";0;0;1;0;0;0;0;2020-05-11;355220;3552205;35
"Florianópolis";"Decreto Nº 21545 de 11 de maio de 2020";"DECLARA SITUA??O ANORMAL, CARACTERIZADA COMO ESTADO DE CALAMIDADE P?BLICA NO MUNIC?PIO DE FLORIAN?POLIS, NOS TERMOS DO COBRADE N 1.5.1.1.0 - DOEN?AS INFECCIOSAS VIRAIS - EM RAZ?O D...";"http://leismunicipa.is/ybdng";"SC";0;0;1;0;0;0;0;2020-05-11;420540;4205407;42
"Sorocaba";"Decreto Nº 25744 de 11 de maio de 2020";"(Eleva o crédito adicional extraordinário para despesa de investimento das ações de enfrentamento da emergência pública decorrente do novo Coronavírus - COVID-19 e dá outras provid...";"http://leismunicipa.is/ygfko";"SP";0;0;1;0;0;0;0;2020-05-11;355220;3552205;35
"Osasco";"Decreto Nº 12457 de 11 de maio de 2020";"Cria a Comissão de Auditoria das Contratações em razão da Pandemia do Coronavírus (COVID-19).";"http://leismunicipa.is/cfgyn";"SP";0;0;1;0;0;0;0;2020-05-11;353440;3534401;35
"Niterói";"Decreto Nº 13586 de 9 de maio de 2020";"REGULAMENTA O PROCEDIMENTO DE FISCALIZAÇÃO, APLICAÇÃO DAS PENALIDADES E DEMAIS PROVIDÊNCIAS PREVISTAS NA LEI MUNICIPAL Nº 3.494 DE 06 DE MAIO DE 2020, QUE DISPÕE SOBRE A OBRIGAÇÃO ...";"http://leismunicipa.is/diymk";"RJ";0;0;1;0;0;0;0;2020-05-09;330330;3303302;33
"Niterói";"Decreto Nº 13587 de 9 de maio de 2020";"DISPÕE SOBRE A REDUÇÃO DA CIRCULAÇÃO NOS ACESSOS DE NITERÓI COM MUNICÍPIOS VIZINHOS POR QUATORZE DIAS.";"http://leismunicipa.is/dikmy";"RJ";0;0;1;0;0;0;0;2020-05-09;330330;3303302;33
"Niterói";"Decreto Nº 13588 de 9 de maio de 2020";"REGULAMENTA O PROCEDIMENTO PARA APLICAÇÃO DA LEI MUNICIPAL Nº 3495, QUE VEDA A PERMANÊNCIA E O TRÂNSITO EM VIAS, PRAIAS, EQUIPAMENTOS, LOCAIS E PRAÇAS PÚBLICAS, DENTRO DO MUNICÍPIO...";"http://leismunicipa.is/diykm";"RJ";0;0;1;0;0;0;0;2020-05-09;330330;3303302;33
"Salvador";"Decreto Nº 32390 de 9 de maio de 2020";"Prorroga a data de início das medidas previstas no Decreto nº 32.389, de 08 de maio de 2020 na forma que indica e dá outras providências.";"http://leismunicipa.is/egynb";"BA";0;0;1;0;0;0;0;2020-05-09;292740;2927408;29
"Porto Alegre";"Decreto Nº 20574 de 8 de maio de 2020";"Altera o caput do art. 57 do Decreto nº 20.534, de 31 de março de 2020, que decreta o estado de calamidade pública em razão da pandemia de importância internacional decorrente do n...";"http://leismunicipa.is/eimky";"RS";0;0;1;0;0;0;0;2020-05-08;431490;4314902;43
"Patos de Minas";"Decreto Nº 4829 de 8 de maio de 2020";"Altera os horários de funcionamentos das instituições financeiras e casas lotéricas que indica durante o período de pagamento do auxílio emergencial do Governo Federal.";"http://leismunicipa.is/ydben";"MG";0;0;1;0;0;0;0;2020-05-08;314800;3148004;31
"São Bernardo do Campo";"Decreto Nº 21160 de 8 de maio de 2020";"Dispõe sobre suplementação de dotações orçamentárias.";"http://leismunicipa.is/cfngy";"SP";0;0;1;0;0;0;0;2020-05-08;354870;3548708;35
"Salvador";"Decreto Nº 32394 de 8 de maio de 2020";"Fica aberto o Crédito Adicional Extraordinário para atender as ações de combate a pandemia do COVID-19.";"http://leismunicipa.is/lfkmy";"BA";0;0;1;0;0;0;0;2020-05-08;292740;2927408;29
"Taboão da Serra";"Decreto Nº 87 de 8 de maio de 2020";"Dispõe sobre o uso geral e obrigatório de máscaras de proteção facial no contexto da pandemia da COVID-19 e dá medidas correlatas.";"http://leismunicipa.is/dyikm";"SP";0;0;1;0;0;0;0;2020-05-08;355280;3552809;35
"Rio de Janeiro";"Lei Ordinária Nº 6740 de 8 de maio de 2020";"Estabelece incentivos e benefícios para o pagamento dos tributos municipais que menciona, considerando a crise econômica oriunda da pandemia do novo coronavírus";"http://leismunicipa.is/anybg";"RJ";1;0;0;0;0;0;0;2020-05-08;330455;3304557;33
"Osasco";"Decreto Nº 12456 de 8 de maio de 2020";"Regulamenta a Lei nº 5066, de 15 de abril de 2020, quanto ao pagamento da gratificação extraordinária aos servidores e funcionários públicos da Secretaria de Saúde e outros, em fac...";"http://leismunicipa.is/oybdc";"SP";0;0;1;0;0;0;0;2020-05-08;353440;3534401;35
"Sorocaba";"Decreto Nº 25742 de 8 de maio de 2020";"(Estende o prazo das restrições impostas no Decreto nº 25.663, de 21 de março de 2020 e dá outras providências).";"http://leismunicipa.is/khlmy";"SP";0;0;1;0;0;0;0;2020-05-08;355220;3552205;35
"Salvador";"Decreto Nº 32389 de 8 de maio de 2020";"Define ações regionalizadas para enfrentamento da pandemia decorrente do coronavírus mediante apoio e proteção aos moradores e restrição de atividades, na forma que indica.";"http://leismunicipa.is/mflyk";"BA";0;0;1;0;0;0;0;2020-05-08;292740;2927408;29
"Florianópolis";"Lei Ordinária Nº 10707 de 8 de maio de 2020";"NORMATIZA O USO DE RECURSOS DESTINADOS À PROPAGANDA OFICIAL DURANTE A PANDEMIA DO CORONAVÍRUS (COVID-19).";"http://leismunicipa.is/ajygn";"SC";1;0;0;0;0;0;0;2020-05-08;420540;4205407;42
"Osasco";"Decreto Nº 12455 de 8 de maio de 2020";"Prorroga a quarentena no Município de Osasco, instituída pelo Decreto nº 12.399, de 23 de março de 2020.";"http://leismunicipa.is/cfnyg";"SP";0;0;1;0;0;0;0;2020-05-08;353440;3534401;35
"Manaus";"Decreto Nº 4821 de 8 de maio de 2020";"DISPÕE sobre medidas complementares a serem adotadas pelos estabelecimentos comercias de atividades e serviços essenciais como meio de prevenção ao Novo Coronavírus (COVID-19), no ...";"http://leismunicipa.is/gykbn";"AM";0;0;1;0;0;0;0;2020-05-08;130260;1302603;13
"São Bernardo do Campo";"Decreto Nº 21161 de 8 de maio de 2020";"Altera os Incisos VI e XI do artigo 2º do Decreto nº 21.114, de 22 de março de 2020, e acrescenta o § 3º no art. 3º do Decreto Municipal nº 21.157, de 6 de maio de 2020, e dá outra...";"http://leismunicipa.is/yngfd";"SP";0;0;1;0;0;0;0;2020-05-08;354870;3548708;35
"Santos";"Decreto Nº 8954 de 8 de maio de 2020";"REGULAMENTA A LEI Nº 3.682, DE 15 DE ABRIL DE 2020, QUE ESTABELECE NORMAS DE FINANÇAS PÚBLICAS VOLTADAS À DESVINCULAÇÃO DE RECEITAS DE FUNDOS MUNICIPAIS, VISANDO O ENFRENTAMENTO DA...";"http://leismunicipa.is/ekmby";"SP";0;0;1;0;0;0;0;2020-05-08;354850;3548500;35
"Manaus";"Decreto Nº 4822 de 8 de maio de 2020";"DISPÕE sobre medidas complementares a serem adotadas pelo serviço de transporte como meio de prevenção ao Novo Coronavírus (COVID-19), no âmbito do Município de Manaus, e dá outras...";"http://leismunicipa.is/kbngy";"AM";0;0;1;0;0;0;0;2020-05-08;130260;1302603;13
"Barueri";"Decreto Nº 9139 de 8 de maio de 2020";"PRORROGA A MEDIDA DE QUARENTENA NO ÂMBITO DO MUNICÍPIO DE BARUERI, PRORROGA A SUSPENSÃO DAS ATIVIDADES DE NATUREZA NÃO ESSENCIAL NA ADMINISTRAÇÃO PÚBLICA MUNICIPAL E DÁ OUTRAS PROV...";"http://leismunicipa.is/dyein";"SP";0;0;1;0;0;0;0;2020-05-08;350570;3505708;35
"Recife";"Portaria do Executivo Nº 992 de 8 de maio de 2020";"--";"http://leismunicipa.is/kmeyi";"PE";0;0;0;0;0;1;0;2020-05-08;261160;2611606;26
"Salvador";"Decreto Nº 32395 de 8 de maio de 2020";"Fca aberto o Crédito Adicional Extraordinário para atender as ações de combate a pandemia do COVID-19.";"http://leismunicipa.is/lfykm";"BA";0;0;1;0;0;0;0;2020-05-08;292740;2927408;29
"Bragança Paulista";"Resolução Nº 3 de 7 de maio de 2020";"Dispõe sobre adequação dos subsídios dos Vereadores às normas da Resolução nº 922, de 04 de maio de 2020, da Assembleia Legislativa do Estado de São Paulo, que reduz o subsídio dos...";"http://leismunicipa.is/ymkea";"SP";0;0;0;0;0;0;1;2020-05-07;350760;3507605;35
"São Paulo";"Decreto Nº 59403 de 7 de maio de 2020";"Institui regime emergencial de restrição de circulação de veículos no Município de São Paulo por conta da pandemia decorrente do coronavírus.";"http://leismunicipa.is/fmjby";"SP";0;0;1;0;0;0;0;2020-05-07;355030;3550308;35
"Niterói";"Lei Ordinária Nº 3496 de 7 de maio de 2020";"Institui a Segunda Fase do Programa Empresa Cidadã de Niterói, criado no contexto do enfrentamento aos efeitos econômicos da COVID-19.";"http://leismunicipa.is/jyhmc";"RJ";1;0;0;0;0;0;0;2020-05-07;330330;3303302;33
"São Bernardo do Campo";"Decreto Nº 21158 de 7 de maio de 2020";"Dispõe sobre suplementação de dotações orçamentárias.";"http://leismunicipa.is/gynfd";"SP";0;0;1;0;0;0;0;2020-05-07;354870;3548708;35
"Rio de Janeiro";"Lei Ordinária Nº 6739 de 7 de maio de 2020";"Dispõe sobre o Sistema Municipal de Administração instituído pela Lei nº 3.789, de 29 de junho de 2004, com a redação dada pela Lei nº 6.434, de 21 de dezembro de 2018, e dá outras...";"http://leismunicipa.is/aynbg";"RJ";1;0;0;0;0;0;0;2020-05-07;330455;3304557;33
"Sorocaba";"Decreto Nº 25734 de 7 de maio de 2020";"(Eleva o crédito adicional extraordinário para despesa de investimento das ações de enfrentamento da emergência pública decorrente do novo Coronavírus - COVID-19 e dá outras provid...";"http://leismunicipa.is/ynhge";"SP";0;0;1;0;0;0;0;2020-05-07;355220;3552205;35
"Niterói";"Lei Ordinária Nº 3495 de 7 de maio de 2020";"Estabelece medidas de contenção da disseminação do vírus da Covid-19.";"http://leismunicipa.is/jhmyc";"RJ";1;0;0;0;0;0;0;2020-05-07;330330;3303302;33
"Ribeirão Preto";"Lei Ordinária Nº 14474 de 6 de maio de 2020";"ALTERA O CALENDÁRIO OFICIAL DE ATIVIDADES DO MUNICÍPIO CONFORME ESPECIFICA E DÁ OUTRAS PROVIDÊNCIAS. (DIA DAS MÃES).";"http://leismunicipa.is/nbayf";"SP";1;0;0;0;0;0;0;2020-05-06;354340;3543402;35
"Uberaba";"Decreto Nº 5495 de 6 de maio de 2020";"DISPÕE SOBRE A NOMEAÇÃO PARA O CARGO DE PROVIMENTO EFETIVO DE FARMACÊUTICO, QUE INTEGRA A CARREIRA DE ESPECIALISTA DE SAÚDE I, NOS TERMOS DAS LEIS COMPLEMENTARES Nº392/2008 E Nº499...";"http://leismunicipa.is/kmfby";"MG";0;0;1;0;0;0;0;2020-05-06;317010;3170107;31
"Recife";"Portaria do Executivo Nº 947 de 6 de maio de 2020";"--";"http://leismunicipa.is/yeimk";"PE";0;0;0;0;0;1;0;2020-05-06;261160;2611606;26
"São Bernardo do Campo";"Decreto Nº 21157 de 6 de maio de 2020";"Institui a obrigação do uso de máscaras no território do Município de São Bernardo do Campo, em observância ao Decreto Estadual nº 64.959, de 4 de maio de 2020, e dá outras providê...";"http://leismunicipa.is/jygnd";"SP";0;0;1;0;0;0;0;2020-05-06;354870;3548708;35
"Uberlândia";"Lei Complementar Nº 706 de 6 de maio de 2020";"ALTERA A LEI COMPLEMENTAR Nº 703, DE 22 DE ABRIL DE 2020, QUE <U+0093>DISPÕE SOBRE A ADOÇÃO DE MEDIDAS EXCEPCIONAIS, NO ÂMBITO DO MUNICÍPIO DE UBERLÂNDIA, EM FACE DA SITUAÇÃO DE EMERGÊNCI...";"http://leismunicipa.is/ihyjm";"MG";1;0;0;0;0;0;0;2020-05-06;317020;3170206;31
"Uberaba";"Decreto Nº 5500 de 6 de maio de 2020";"DISPÕE SOBRE A DESIGNAÇÃO, PARA O EXERCÍCIO DA FUNÇÃO PÚBLICA TEMPORÁRIA DE TÉCNICO DE ENFERMAGEM, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leismunicipa.is/fkmby";"MG";0;0;1;0;0;0;0;2020-05-06;317010;3170107;31
