"mun";"lei";"desc";"link";"UF";"lei_ord";"ata";"decreto";"medida";"oficio";"portaria";"resolucao";"data";"codmun";"id_munic_7";"id_estado"
"São Paulo";"Decreto Nº 59374 de 24 de abril de 2020";"Declara luto oficial por 3 (três) dias no Município de São Paulo.";"http://leismunicipa.is/ahely";"SP";0;0;1;0;0;0;0;2020-04-24;355030;3550308;35
"Santos";"Decreto Nº 8948 de 24 de abril de 2020";"ABRE CRÉDITO SUPLEMENTAR NA IMPORTÂNCIA DE R$ 580.000,00 (QUINHENTOS E OITENTA MIL REAIS) AUTORIZADO PELO ART. 5º, INCISO IV E V, ALÍNEAS ""a"" E ""b"", DA LEI Nº 3.672, DE 30 DE DEZEM...";"http://leismunicipa.is/ldyje";"SP";0;0;1;0;0;0;0;2020-04-24;354850;3548500;35
"Sorocaba";"Decreto Nº 25723 de 24 de abril de 2020";"(Abre Crédito Adicional Extraordinário para despesa de investimento das ações de enfrentamento da emergência pública decorrente do novo Coronavírus - COVID-19 e dá outras providênc...";"http://leismunicipa.is/lyike";"SP";0;0;1;0;0;0;0;2020-04-24;355220;3552205;35
"São Paulo";"Lei Ordinária Nº 17339 de 23 de abril de 2020";"Dispõe sobre a transferência de valores do Fundo Especial de Despesas do Tribunal de Contas do Município de São Paulo, instituído pela Lei nº 15.025, de 10 de novembro de 2009, par...";"http://leismunicipa.is/kyiaj";"SP";1;0;0;0;0;0;0;2020-04-23;355030;3550308;35
"Manaus";"Decreto Nº 4812 de 23 de abril de 2020";"DISPÕE sobre o regime excepcional de teletrabalho aos agentes públicos no âmbito da Administração Pública Municipal, e dá outras providências.";"http://leismunicipa.is/gylcj";"AM";0;0;1;0;0;0;0;2020-04-23;130260;1302603;13
"Santos";"Decreto Nº 8945 de 23 de abril de 2020";"ADOTA MEDIDAS ADICIONAIS AOS DECRETOS Nº 8.896, DE 19 DE MARÇO DE 2020, Nº 8.898, DE 20 DE MARÇO DE 2020, E Nº 8.932, DE 07 DE ABRIL DE 2020, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leismunicipa.is/ydjle";"SP";0;0;1;0;0;0;0;2020-04-23;354850;3548500;35
"Salvador";"Decreto Nº 32366 de 23 de abril de 2020";"Fica aberto o Crédito Adicional Extraordinário para atender as ações de combate a pandemia do COVID-19.";"http://leismunicipa.is/lyckd";"BA";0;0;1;0;0;0;0;2020-04-23;292740;2927408;29
"Ribeirão Preto";"Lei Ordinária Nº 14469 de 23 de abril de 2020";"DISPÕE SOBRE A OBRIGATORIEDADE DAS AGÊNCIAS BANCÁRIAS DE RIBEIRÃO PRETO DE DISPONIBILIZAR AGENDAMENTO PARA ATENDIMENTO A IDOSOS, GESTANTES E DEFICIENTES FÍSICOS DURANTE O PERÍODO D...";"http://leismunicipa.is/delyj";"SP";1;0;0;0;0;0;0;2020-04-23;354340;3543402;35
"Uberlândia";"Decreto Nº 18594 de 23 de abril de 2020";"INSTITUI, NO ÂMBITO DAS PERMISSÕES DE USO DOS ESPAÇOS DO MERCADO MUNICIPAL, A SUSPENSÃO DO PREÇO PÚBLICO MENSAL DEVIDO ENQUANTO PERDURAR O ESTADO DE CALAMIDADE PÚBLICA DECORRENTE D...";"http://leismunicipa.is/ygkic";"MG";0;0;1;0;0;0;0;2020-04-23;317020;3170206;31
"Santos";"Decreto Nº 8944 de 23 de abril de 2020";"ADOTA MEDIDAS ADICIONAIS AOS DECRETOS Nº 8.896, DE 19 DE MARÇO DE 2020, Nº 8.898, DE 20 DE MARÇO DE 2020, E Nº 8.932, DE 07 DE ABRIL DE 2020, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leismunicipa.is/dljey";"SP";0;0;1;0;0;0;0;2020-04-23;354850;3548500;35
"Recife";"Portaria do Executivo Nº 924 de 22 de abril de 2020";"--";"http://leismunicipa.is/hkcyf";"PE";0;0;0;0;0;1;0;2020-04-22;261160;2611606;26
"Porto Alegre";"Decreto Nº 20549 de 22 de abril de 2020";"Altera os capita do art. 8º, do art. 10 e do art. 30 e inclui o parágrafo único no art. 10, todos do Decreto nº 20.534, de 31 de março de 2020, que decreta o estado de calamidade p...";"http://leismunicipa.is/ayhkd";"RS";0;0;1;0;0;0;0;2020-04-22;431490;4314902;43
"Recife";"Portaria do Executivo Nº 925 de 22 de abril de 2020";"---";"http://leismunicipa.is/chykf";"PE";0;0;0;0;0;1;0;2020-04-22;261160;2611606;26
"Osasco";"Decreto Nº 12437 de 22 de abril de 2020";"Prorroga a quarentena no Município de Osasco, instituída pelo Decreto nº 12.399, de 23 de março de 2020; dá nova redação ao item 19, do § 1º, do artigo 2º, do referido Decreto; acr...";"http://leismunicipa.is/fblgy";"SP";0;0;1;0;0;0;0;2020-04-22;353440;3534401;35
"Recife";"Portaria do Executivo Nº 923 de 22 de abril de 2020";"--";"http://leismunicipa.is/ykchf";"PE";0;0;0;0;0;1;0;2020-04-22;261160;2611606;26
"Salvador";"Decreto Nº 32364 de 22 de abril de 2020";"Dispõe sobre novas medidas de prevenção e controle para enfrentamento do COVID-19 no âmbito do município de Salvador.";"http://leismunicipa.is/lheay";"BA";0;0;1;0;0;0;0;2020-04-22;292740;2927408;29
"Sorocaba";"Decreto Nº 25720 de 22 de abril de 2020";"(Estende o prazo das restrições impostas no Decreto nº 25.663, de 21 de março de 2020 e dá outras providências).";"http://leismunicipa.is/yhkeb";"SP";0;0;1;0;0;0;0;2020-04-22;355220;3552205;35
"Manaus";"Decreto Nº 4811 de 22 de abril de 2020";"DISPÕE sobre medidas complementares a serem adotadas no transporte público coletivo de passageiros no âmbito do Município de Manaus como meio de prevenção ao novo coronavírus (COVI...";"http://leismunicipa.is/jylgc";"AM";0;0;1;0;0;0;0;2020-04-22;130260;1302603;13
"Florianópolis";"Lei Ordinária Nº 10701 de 22 de abril de 2020";"AUTORIZA O REGIME ESPECIAL DE ATIVIDADES DE APRENDIZAGENS NÃO PRESENCIAIS PARA A EDUCAÇÃO BÁSICA DA REDE MUNICIPAL DE ENSINO DE FLORIANÓPOLIS, PARA FINS DE VALIDAÇÃO DA CARGA HORÁR...";"http://leismunicipa.is/fkhcy";"SC";1;0;0;0;0;0;0;2020-04-22;420540;4205407;42
"Florianópolis";"Decreto Nº 21478 de 22 de abril de 2020";"ESTABELECE CRITÉRIOS PARA O FUNCIONAMENTO DE ATIVIDADES DURANTE A EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DA INFECÇÃO HUMANA PELO NOVO CORONAVÍRUS(COVID...";"http://leismunicipa.is/kfhcy";"SC";0;0;1;0;0;0;0;2020-04-22;420540;4205407;42
"Barueri";"Decreto Nº 9130 de 22 de abril de 2020";"PRORROGA A MEDIDA DE QUARENTENA NO ÂMBITO DO MUNICÍPIO DE BARUERI, PRORROGA A SUSPENSÃO DAS ATIVIDADES DE NATUREZA NÃO ESSENCIAL NA ADMINISTRAÇÃO PÚBLICA MUNICIPAL, SUSPENDE PRAZOS...";"http://leismunicipa.is/eyidn";"SP";0;0;1;0;0;0;0;2020-04-22;350570;3505708;35
"Niterói";"Decreto Nº 13568 de 22 de abril de 2020";"DISPÕE SOBRE A REDUÇÃO DA CIRCULAÇÃO NOS ACESSOS DE NITERÓI COM MUNICÍPIOS VIZINHOS.";"http://leismunicipa.is/heykb";"RJ";0;0;1;0;0;0;0;2020-04-22;330330;3303302;33
"Uberlândia";"Lei Ordinária Nº 13324 de 22 de abril de 2020";"DISPÕE SOBRE A OBRIGATORIEDADE DO USO DE MÁSCARAS PELAS PESSOAS QUE MENCIONA, COMO MEDIDA DE ENFRENTAMENTO À DISSEMINAÇÃO DO NOVO CORONAVÍRUS, CAUSADOR DA COVID-19, NA FORMA QUE IN...";"http://leismunicipa.is/fakdy";"MG";1;0;0;0;0;0;0;2020-04-22;317020;3170206;31
"Uberlândia";"Lei Complementar Nº 703 de 22 de abril de 2020";"DISPÕE SOBRE A ADOÇÃO DE MEDIDAS EXCEPCIONAIS, NO ÂMBITO DO MUNICÍPIO DE UBERLÂNDIA, EM FACE DA SITUAÇÃO DE EMERGÊNCIA E DO ESTADO DE CALAMIDADE PÚBLICA DECORRENTES DA PANDEMIA DO ...";"http://leismunicipa.is/yfadk";"MG";1;0;0;0;0;0;0;2020-04-22;317020;3170206;31
"Sorocaba";"Decreto Nº 25721 de 22 de abril de 2020";"(Dispõe sobre medidas a serem observadas pelos prestadores de atividades essenciais durante o período de pandemia por conta do Covid-19).";"http://leismunicipa.is/hkyeb";"SP";0;0;1;0;0;0;0;2020-04-22;355220;3552205;35
"Niterói";"Decreto Nº 13566 de 22 de abril de 2020";"DISPÕE SOBRE A OBRIGATORIEDADE DO USO DE MÁSCARAS DE PROTEÇÃO FACIAL E DÁ OUTRAS PROVIDÊNCIAS.";"http://leismunicipa.is/khyfb";"RJ";0;0;1;0;0;0;0;2020-04-22;330330;3303302;33
"Niterói";"Decreto Nº 13564 de 21 de abril de 2020";"Regulamenta o Fundo de Crédito Emergencial do Município de Niterói - Niterói Supera, instituído pela Lei nº 3.481 de 2 de abril de 2020, criado no contexto das medidas para o enfre...";"http://leismunicipa.is/jycab";"RJ";0;0;1;0;0;0;0;2020-04-21;330330;3303302;33
"Florianópolis";"Decreto Nº 21471 de 21 de abril de 2020";"AUTORIZA O FUNCIONAMENTO DE ATIVIDADES DURANTE A EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DA INFECÇÃO HUMANA PELO NOVO CORONAVÍRUS(COVID-19), NOS TERMOS ...";"http://leismunicipa.is/kbyda";"SC";0;0;1;0;0;0;0;2020-04-21;420540;4205407;42
"Camboriú";"Decreto Nº 3662 de 21 de abril de 2020";"ACRESCE DISPOSITIVOS AO DECRETO MUNICIPAL 3.661/2020.";"http://leismunicipa.is/bylec";"SC";0;0;1;0;0;0;0;2020-04-21;420320;4203204;42
"Recife";"Portaria do Executivo Nº 920 de 20 de abril de 2020";"---";"http://leismunicipa.is/chkfy";"PE";0;0;0;0;0;1;0;2020-04-20;261160;2611606;26
"Recife";"Portaria do Executivo Nº 921 de 20 de abril de 2020";"--";"http://leismunicipa.is/kcyhf";"PE";0;0;0;0;0;1;0;2020-04-20;261160;2611606;26
"Recife";"Portaria do Executivo Nº 922 de 20 de abril de 2020";"--";"http://leismunicipa.is/hckfy";"PE";0;0;0;0;0;1;0;2020-04-20;261160;2611606;26
"Recife";"Decreto Nº 33635 de 20 de abril de 2020";"Autoriza a ampliação das vagas constantes no Decreto nº 33.537, de 19 de março de 2020, republicado em 21 de março de 2020, para a função de Fisioterapeuta Respiratório, no âmbito ...";"http://leismunicipa.is/ydfkh";"PE";0;0;1;0;0;0;0;2020-04-20;261160;2611606;26
"Patos de Minas";"Decreto Nº 4816 de 20 de abril de 2020";"Consolida as medidas de proteção à coletividade a serem adotadas para o enfrentamento da emergência de saúde pública decorrente do Coronavírus (COVID-19) no município de Patos de M...";"http://leismunicipa.is/hfcly";"MG";0;0;1;0;0;0;0;2020-04-20;314800;3148004;31
"Salvador";"Decreto Nº 32356 de 20 de abril de 2020";"Dispõe sobre novas medidas de prevenção e controle para enfrentamento do COVID-19 no âmbito do município de Salvador.";"http://leismunicipa.is/ealfy";"BA";0;0;1;0;0;0;0;2020-04-20;292740;2927408;29
"Salvador";"Decreto Nº 32357 de 20 de abril de 2020";"Define medidas complementares para enfrentamento da pandemia decorrente do coronavirus.";"http://leismunicipa.is/dlyef";"BA";0;0;1;0;0;0;0;2020-04-20;292740;2927408;29
"Uberlândia";"Decreto Nº 18592 de 20 de abril de 2020";"ALTERA O DECRETO Nº 18.553, DE 20 DE MARÇO DE 2020 QUE <U+0093>DECLARA SITUAÇÃO DE EMERGÊNCIA NO MUNICÍPIO DE UBERLÂNDIA E DEFINE OUTRAS MEDIDAS PARA O ENFRENTAMENTO AO NOVO CORONAVÍRUS <U+0096>...";"http://leismunicipa.is/ghyfj";"MG";0;0;1;0;0;0;0;2020-04-20;317020;3170206;31
"Camboriú";"Decreto Nº 3661 de 20 de abril de 2020";"DISPÕE SOBRE A AUTORIZAÇÃO DE ATIVIDADES QUE ESPECIFICA NO ÂMBITO DO MUNICÍPIO DE CAMBORIÚ QUE FORAM TEMPORARIAMENTE PARALISADAS PARA O ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA...";"http://leismunicipa.is/ydigj";"SC";0;0;1;0;0;0;0;2020-04-20;420320;4203204;42
"Patos de Minas";"Decreto Nº 4815 de 20 de abril de 2020";"Dispõe sobre a obrigatoriedade de uso de máscara de proteção e outros recursos necessários à prevenção da disseminação do Coronavírus (COVID-19), nos órgãos, entidades, estabelecim...";"http://leismunicipa.is/cbyaj";"MG";0;0;1;0;0;0;0;2020-04-20;314800;3148004;31
"Recife";"Decreto Nº 33634 de 20 de abril de 2020";"Autoriza a contratação temporária de 11 (onze) Enfermeiros SAMU 30h, 40 (quarenta) Técnicos de Enfermagem SAMU 30h e 12 (doze) Técnicos De Enfermagem Motolância SAMU, no âmbito da ...";"http://leismunicipa.is/fkhdy";"PE";0;0;1;0;0;0;0;2020-04-20;261160;2611606;26
"Niterói";"Decreto Nº 13562 de 18 de abril de 2020";"DISPÕE SOBRE A PRORROGAÇÃO DAS MEDIDAS RESTRITIVAS DE ISOLAMENTO PARA REDUÇÃO DA TRANSMISSÃO DO CORONAVÍRUS E DÁ OUTRAS PROVIDÊNCIAS.";"http://leismunicipa.is/yjcab";"RJ";0;0;1;0;0;0;0;2020-04-18;330330;3303302;33
"Macapá";"Decreto Nº 1917 de 18 de abril de 2020";"DISPÕE SOBRE AS PRORROGAÇÕES DOS DECRETOS MUNICIPAIS Nº 1627, 14 DE MARÇO DE 2020 E Nº 1704, DE 20 DE MARÇO DE 2020, QUE FORAM ALTERADOS PELO DECRETO MUNICIPAL Nº 1856, DE 08 DE AB...";"http://leismunicipa.is/ahjym";"AP";0;0;1;0;0;0;0;2020-04-18;160030;1600303;16
"Macapá";"Decreto Nº 1915 de 18 de abril de 2020";"DISPÕE SOBRE A PRORROGAÇÃO DO DECRETO Nº 1833, DE 03 DE ABRIL DE 2020.";"http://leismunicipa.is/ajhmy";"AP";0;0;1;0;0;0;0;2020-04-18;160030;1600303;16
"Macapá";"Decreto Nº 1916 de 18 de abril de 2020";"DISPÕE SOBRE AS PRORROGAÇÕES DOS DECRETOS MUNICIPAIS Nº 1626, 14 DE MARÇO DE 2020 E Nº 1654, DE 16 DE MARÇO DE 2020, QUE FORAM ALTERADOS PELO DECRETO MUNICIPAL Nº 1855, DE 08 DE AB...";"http://leismunicipa.is/myahj";"AP";0;0;1;0;0;0;0;2020-04-18;160030;1600303;16
"Recife";"Decreto Nº 33632 de 17 de abril de 2020";"Prorroga, por mais 12 (doze) meses, a autorização de contratação temporária de que trata o Decreto Municipal nº 29.386, de 15 de janeiro de 2016, com modificações posteriores; Pror...";"http://leismunicipa.is/cijgy";"PE";0;0;1;0;0;0;0;2020-04-17;261160;2611606;26
"Sorocaba";"Decreto Nº 25719 de 17 de abril de 2020";"(Dispõe sobre a alteração do Decreto nº 25.658, de 16 de março de 2020 e dá outras providências).";"http://leismunicipa.is/heybk";"SP";0;0;1;0;0;0;0;2020-04-17;355220;3552205;35
"São Bernardo do Campo";"Portaria da Presidência Nº 3160 de 17 de abril de 2020";"Constitui Comissão Especial.";"http://leismunicipa.is/ejfly";"SP";0;0;0;0;0;1;0;2020-04-17;354870;3548708;35
"São Bernardo do Campo";"Decreto Nº 21146 de 17 de abril de 2020";"Regulamenta a aplicação da regra especial autorizada no inciso III do artigo 3º da Lei Municipal nº 6.890 de 16 de abril de 2020 relativa à suspensão temporária do direito de uso e...";"http://leismunicipa.is/dkhfy";"SP";0;0;1;0;0;0;0;2020-04-17;354870;3548708;35
"Uberaba";"Decreto Nº 5459 de 17 de abril de 2020";"Disciplina medidas de proteção à coletividade a serem adotadas para enfrentamento da emergência em saúde pública de importância internacional decorrente do Coronavírus <U+0096> COVID-19, ...";"http://leismunicipa.is/kfehy";"MG";0;0;1;0;0;0;0;2020-04-17;317010;3170107;31
"São José dos Campos";"Lei Complementar Nº 634 de 17 de abril de 2020";"Autoriza o Município a conceder, em caráter emergencial e excepcional, o adiantamento de parte da remuneração dos Professores eventuais contratados nos termos da Lei Complementar n...";"http://leismunicipa.is/yglfn";"SP";1;0;0;0;0;0;0;2020-04-17;354990;3549904;35
"Recife";"Lei Ordinária Nº 18710 de 17 de abril de 2020";"CONCEDE PENSÃO ESPECIAL COMPLEMENTAR AOS DEPENDENTES DOS SERVIDORES PÚBLICOS EFETIVOS, DA ÁREA DE SAÚDE, QUE VENHAM A FALECER NO EXERCÍCIO DAS SUAS ATIVIDADES ESSENCIAIS E PRESENCI...";"http://leismunicipa.is/hbyjg";"PE";1;0;0;0;0;0;0;2020-04-17;261160;2611606;26
"Guarulhos";"Lei Ordinária Nº 7825 de 17 de abril de 2020";"Dispõe sobre medidas excepcionais no âmbito das finanças públicas voltadas à situação de emergência e estado de calamidade pública no Município de Guarulhos em razão da";"http://leismunicipa.is/deljy";"SP";1;0;0;0;0;0;0;2020-04-17;351880;3518800;35
"Bragança Paulista";"Decreto Nº 3261 de 17 de abril de 2020";"Estabelece medidas para redução do impacto social e econômico decorrente das providências de restrição adotadas para o enfrentamento da pandemia ocasionada pelo coronavírus.";"http://leismunicipa.is/dmkye";"SP";0;0;1;0;0;0;0;2020-04-17;350760;3507605;35
"Santos";"Decreto Nº 8940 de 17 de abril de 2020";"ANTECIPA O GOZO DAS FÉRIAS DOS SERVIDORES DO QUADRO DO MAGISTÉRIO E DOS DEMAIS SERVIDORES LOTADOS NA UNIDADES MUNICIPAIS DE EDUCAÇÃO DA SECRETARIA MUNICIPAL DE EDUCAÇÃO DEVIDO AO E...";"http://leismunicipa.is/kdcby";"SP";0;0;1;0;0;0;0;2020-04-17;354850;3548500;35
"Recife";"Portaria do Executivo Nº 917 de 17 de abril de 2020";"--";"http://leismunicipa.is/jcyig";"PE";0;0;0;0;0;1;0;2020-04-17;261160;2611606;26
"Manaus";"Lei Ordinária Nº 2603 de 17 de abril de 2020";"DISPÕE sobre procedimentos complementares para enfrentamento da emergência de saúde pública de importância internacional decorrente da Covid-19, e dá outras providências.";"http://leismunicipa.is/ylgcj";"AM";1;0;0;0;0;0;0;2020-04-17;130260;1302603;13
"Bragança Paulista";"Decreto Nº 3258 de 17 de abril de 2020";"Altera o Decreto nº 3.221, de 16 de março de 2020, alterado pelos Decretos nº s 3222/2020 e 3226/2020, que dispõe sobre as medidas para enfrentamento da emergência de saúde pública...";"http://leismunicipa.is/mykea";"SP";0;0;1;0;0;0;0;2020-04-17;350760;3507605;35
"Florianópolis";"Portaria do Executivo Nº 9 de 17 de abril de 2020";"COMUNICADO REFERENTE AO EDITAL DE CONVOCA?AO PARA AUDIENCIA P?BLICA.";"http://leismunicipa.is/yifbl";"SC";0;0;0;0;0;1;0;2020-04-17;420540;4205407;42
"Florianópolis";"Decreto Nº 21459 de 17 de abril de 2020";"AUTORIZA O FUNCIONAMENTO DE ATIVIDADES DURANTE A EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DA INFECÇÃO HUMANA PELO NOVO CORONAVÍRUS (COVID-19) E DÁ OUTRAS...";"http://leismunicipa.is/jciyf";"SC";0;0;1;0;0;0;0;2020-04-17;420540;4205407;42
"Recife";"Decreto Nº 33630 de 17 de abril de 2020";"Autoriza a contratação temporária de 08 (oito) Psicólogos Plantonistas, 1 (um) Assistente Social, 4 (quatro) Enfermeiros Diaristas, 6 (seis) nutricionistas plantonistas e 12 (doze)...";"http://leismunicipa.is/cfjiy";"PE";0;0;1;0;0;0;0;2020-04-17;261160;2611606;26
"Criciúma";"Lei Ordinária Nº 7681 de 17 de abril de 2020";"Institui o Programa Especial de Regularização Fiscal do Município de Criciúma; autoriza o parcelamento e concede redução dos valores de juros e multa, incidentes sobre os débitos t...";"http://leismunicipa.is/ehgyj";"SC";1;0;0;0;0;0;0;2020-04-17;420460;4204608;42
"Sorocaba";"Lei Ordinária Nº 12194 de 16 de abril de 2020";"(Cria benefício emergencial aos catadores cooperados de materiais recicláveis inscritos no Município de Sorocaba e dá outras providências).";"http://leismunicipa.is/hyjfd";"SP";1;0;0;0;0;0;0;2020-04-16;355220;3552205;35
"Osasco";"Decreto Nº 12436 de 16 de abril de 2020";"Dispõe sobre a abertura de crédito extraordinário no orçamento do Município de Osasco para o exercício de 2020.";"http://leismunicipa.is/dkbay";"SP";0;0;1;0;0;0;0;2020-04-16;353440;3534401;35
"Uberlândia";"Decreto Nº 18589 de 16 de abril de 2020";"ALTERA O DECRETO Nº 18.525, DE 28 DE FEVEREIRO DE 2020 E SUAS ALTERAÇÕES, QUE <U+0093>INSTITUI O COMITÊ MUNICIPAL DE ENFRENTAMENTO AO COVID-19, DESIGNA MEMBROS E REVOGA O DECRETO Nº 18.52...";"http://leismunicipa.is/jgyef";"MG";0;0;1;0;0;0;0;2020-04-16;317020;3170206;31
"São Paulo";"Decreto Nº 59362 de 16 de abril de 2020";"Acresce os §§ 1º e 2º ao artigo 2º do Decreto nº 59.283, de 16 de março de 2020, que declara situação de emergência no Município de São Paulo e define outras medidas para o enfrent...";"http://leismunicipa.is/yjcbh";"SP";0;0;1;0;0;0;0;2020-04-16;355030;3550308;35
"Uberlândia";"Decreto Nº 18588 de 16 de abril de 2020";"INSTITUI, NO ÂMBITO DOS PROGRAMAS HABITACIONAIS DESENVOLVIDOS PELO MUNICÍPIO DE UBERLÂNDIA, A SUSPENSÃO PELO PERÍODO DE 90 (NOVENTA DIAS) DAS PARCELAS DOS CONTRATOS.";"http://leismunicipa.is/yjhaf";"MG";0;0;1;0;0;0;0;2020-04-16;317020;3170206;31
"Salvador";"Decreto Nº 32352 de 16 de abril de 2020";"Dispõe sobre novas medidas de prevenção e controle para enfrentamento do COVID-19 no âmbito do município de Salvador.";"http://leismunicipa.is/kaeyb";"BA";0;0;1;0;0;0;0;2020-04-16;292740;2927408;29
"Manaus";"Decreto Nº 4809 de 16 de abril de 2020";"DISPÕE sobre a suspensão temporária de concessão de licenças e autorizações municipais para realização de eventos no âmbito do município de Manaus, e dá outras providências.";"http://leismunicipa.is/jlgyc";"AM";0;0;1;0;0;0;0;2020-04-16;130260;1302603;13
"Londrina";"Lei Ordinária Nº 13031 de 16 de abril de 2020";"Autoriza a liberação do valor de R$ 20.000.000,00 (vinte milhões de reais), do Fundo Especial da Câmara Municipal de Londrina, para o custeio de despesas decorrentes do combate ao ...";"http://leismunicipa.is/ydlej";"PR";1;0;0;0;0;0;0;2020-04-16;411370;4113700;41
"Sorocaba";"Decreto Nº 25717 de 16 de abril de 2020";"(Dispõe sobre a criação do Comitê Técnico de Coordenação de Combate ao Covid-19).";"http://leismunicipa.is/dyjfh";"SP";0;0;1;0;0;0;0;2020-04-16;355220;3552205;35
"São Bernardo do Campo";"Lei Ordinária Nº 6890 de 16 de abril de 2020";"Autoriza o Executivo Municipal a adotar regras especiais de acesso e uso do serviço municipal de transporte coletivo no contexto das medidas de contenção do contágio e pandemia do ...";"http://leismunicipa.is/kdhyf";"SP";1;0;0;0;0;0;0;2020-04-16;354870;3548708;35
"Londrina";"Lei Ordinária Nº 13032 de 16 de abril de 2020";"Autoriza o Executivo Municipal a destinar recursos no valor de R$ 5.000.000,00 (cinco milhões de reais), a título de garantia, o que gerará 50 milhões de reais em crédito, benefici...";"http://leismunicipa.is/ydejl";"PR";1;0;0;0;0;0;0;2020-04-16;411370;4113700;41
"Uberlândia";"Decreto Nº 18587 de 16 de abril de 2020";"DETERMINA O PAGAMENTO DA PRIMEIRA PARCELA DA GRATIFICAÇÃO NATALINA, REFERENTE AO EXERCÍCIO DE 2020, AOS SERVIDORES INATIVOS E AOS PENSIONISTAS NO MÊS DE ABRIL DE 2020.";"http://leismunicipa.is/fahjy";"MG";0;0;1;0;0;0;0;2020-04-16;317020;3170206;31
"Londrina";"Lei Ordinária Nº 13033 de 16 de abril de 2020";"Altera dispositivos da Lei nº 12.718, de 22 de junho de 2018, que autoriza o Poder Executivo a implantar o Programa Banco de Ração do Município de Londrina e dá outras providências...";"http://leismunicipa.is/dejyl";"PR";1;0;0;0;0;0;0;2020-04-16;411370;4113700;41
"São Bernardo do Campo";"Decreto Nº 21143 de 16 de abril de 2020";"Dispõe sobre suplementação de dotações orçamentárias.";"http://leismunicipa.is/jyfla";"SP";0;0;1;0;0;0;0;2020-04-16;354870;3548708;35
"Mogi das Cruzes";"Lei Ordinária Nº 7568 de 16 de abril de 2020";"DISPÕE SOBRE AUTORIZAÇÃO DE MEDIDAS EXCEPCIONAIS NO ÂMBITO DAS FINANÇAS PÚBLICAS, CONTRATOS ADMINISTRATIVOS DE PRESTAÇÃO DE SERVIÇOS. PARCERIAS, CONVÊNIOS E OUTRAS MEDIDAS CM FACE ...";"http://leismunicipa.is/loyjd";"SP";1;0;0;0;0;0;0;2020-04-16;353060;3530607;35
"Osasco";"Lei Ordinária Nº 5066 de 15 de abril de 2020";"Dispõe sobre a criação de gratificação extraordinária de Combate à COVID-19 aos Servidores e Funcionários Públicos da Secretaria de Saúde e de outras secretarias por serviços essen...";"http://leismunicipa.is/fybgl";"SP";1;0;0;0;0;0;0;2020-04-15;353440;3534401;35
"Salvador";"Decreto Nº 32350 de 15 de abril de 2020";"Dispõe sobre novas medidas de prevenção e controle para enfrentamento do COVID-19 no âmbito do município de Salvador.";"http://leismunicipa.is/yigjf";"BA";0;0;1;0;0;0;0;2020-04-15;292740;2927408;29
"Santos";"Lei Ordinária Nº 3682 de 15 de abril de 2020";"ESTABELECE NORMAS DE FINANÇAS PÚBLICAS VOLTADAS À DESVINCULAÇÃO DE RECEITAS DE FUNDOS MUNICIPAIS, VISANDO O ENFRENTAMENTO DAS CONDIÇÕES DE CRISE GERADAS PELA PANDEMIA DECORRENTE DO...";"http://leismunicipa.is/yadjc";"SP";1;0;0;0;0;0;0;2020-04-15;354850;3548500;35
"Recife";"Portaria do Executivo Nº 912 de 15 de abril de 2020";"--";"http://leismunicipa.is/jagcy";"PE";0;0;0;0;0;1;0;2020-04-15;261160;2611606;26
"Salvador";"Lei Ordinária Nº 9524 de 15 de abril de 2020";"Dispõe sobre a ampliação do benefício Salvador por Todos e dá outras providências.";"http://leismunicipa.is/jiygf";"BA";1;0;0;0;0;0;0;2020-04-15;292740;2927408;29
"Osasco";"Lei Ordinária Nº 5065 de 15 de abril de 2020";"Dispõe sobre autorização para inclusão de código de aplicação da receita e despesa específicos para a execução orçamentária relacionadas ao enfrentamento do Coronavírus (COVID-19) ...";"http://leismunicipa.is/akycd";"SP";1;0;0;0;0;0;0;2020-04-15;353440;3534401;35
"Uberaba";"Decreto Nº 5454 de 15 de abril de 2020";"DISPÕE SOBRE A DESIGNAÇÃO, PARA O EXERCÍCIO DA FUNÇÃO PÚBLICA TEMPORÁRIA DE TÉCNICO DE ENFERMAGEM, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leismunicipa.is/kfyhd";"MG";0;0;1;0;0;0;0;2020-04-15;317010;3170107;31
"São Paulo";"Decreto Nº 59358 de 15 de abril de 2020";"Cria Grupo Executivo Intersecretarial com o objetivo de planejar, propor, acompanhar e articular as ações relativas aos procedimentos preparatórios e de realização das inumações de...";"http://leismunicipa.is/byadj";"SP";0;0;1;0;0;0;0;2020-04-15;355030;3550308;35
