"mun";"lei";"desc";"link";"UF";"lei_ord";"ata";"decreto";"medida";"oficio";"portaria";"resolucao";"data";"codmun";"id_munic_7";"id_estado"
"Jaboticaba";"Decreto Nº 64 de 26 de maio de 2020";"ABRE CRÉDITO ADICIONAL ESPECIAL PARA INCLUIR CONTAS DE DESPESA (ELEMENTOS) NO ORÇAMENTO MUNICIPAL VIGENTE E DÁ OUTRAS PROVIDÊNCIAS.";"http://leismunicipa.is/lfnym";"RS";0;0;1;0;0;0;0;2020-05-26;431085;4310850;43
"Iporã do Oeste";"Resolução Nº 4 de 26 de maio de 2020";"INSTITUI PROCEDIMENTOS PARA A REALIZAÇÃO DE SESSÕES ORDINÁRIAS E EXTRAORDINÁRIAS, NA MODALIDADE REMOTA, NO ÂMBITO DA CÂMARA DE VEREADORES DE IPORÃ DO OESTE/SC, COMO SOLUÇÃO A SER U...";"http://leismunicipa.is/yancb";"SC";0;0;0;0;0;0;1;2020-05-26;420765;4207650;42
"Não-Me-Toque";"Lei Ordinária Nº 5230 de 26 de maio de 2020";"Inclui ações no PPA ?"" Plano Plurianual e na LDO - Lei de Diretrizes Orçamentárias - para o exercício de 2020.";"http://leismunicipa.is/ogyba";"RS";1;0;0;0;0;0;0;2020-05-26;431265;4312658;43
"Lontras";"Lei Ordinária Nº 2528 de 26 de maio de 2020";"""Autoriza o Poder Executivo a abrir crédito adicional suplementar no orçamento do Fundo Municipal de Saúde e no orçamento do Município, com base em excesso de arrecadação, no valor...";"http://leismunicipa.is/febyo";"SC";1;0;0;0;0;0;0;2020-05-26;420990;4209904;42
"Seara";"Decreto Nº 1898 de 26 de maio de 2020";"CRIA GRUPO DE TRABALHO PARA REALIZAR ESTUDOS E AVALIAÇÃO DO IMPACTO FINANCEIRO-ORÇAMENTÁRIO DECORRENTES DA COVID-19, NO MUNICÍPIO DE SEARA-SC, E ESTABELECE OUTRAS PROVIDÊNCIAS.";"http://leismunicipa.is/eycoh";"SC";0;0;1;0;0;0;0;2020-05-26;421750;4217501;42
"Nossa Senhora do Socorro";"Decreto Nº 20274 de 26 de maio de 2020";"DISPÕE SOBRE ESTRATÉGIAS DE ENFRENTAMENTO E PREVENÇÃO EM VIRTUDE DA PANDEMIA DO CORONAVÍRUS <U+0096> COVID 19, NO MUNICÍPIO DE NOSSA SENHORA DO SOCORRO/SE, COM SOLUÇÕES DE TRANSIÇÃO AS ME...";"http://leismunicipa.is/gofjy";"SE";0;0;1;0;0;0;0;2020-05-26;280480;2804805;28
"Encantado";"Lei Ordinária Nº 4653 de 26 de maio de 2020";"Autoriza o Poder Executivo a abrir crédito suplementar no valor de R$ 550.000 00.";"http://leismunicipa.is/jboay";"RS";1;0;0;0;0;0;0;2020-05-26;430680;4306809;43
"Itapevi";"Lei Ordinária Nº 2788 de 26 de maio de 2020";"""DISPÕE SOBRE A PRORROGAÇÃO DA DATA BASE 2020 PARA REVISÃO GERAL DOS VENCIMENTOS, SALÁRIOS, PROVENTOS E DEMAIS PARCELAS REMUNERATÓRIAS DOS SERVIDORES DA CÂMARA MUNICIPAL DE ITAPEVI...";"http://leismunicipa.is/yokde";"SP";1;0;0;0;0;0;0;2020-05-26;352250;3522505;35
"Naviraí";"Decreto Nº 50 de 26 de maio de 2020";"Acrescenta novo dispositivo ao Decreto nº 34, de 27 de março de 2020 que: ""Dispõe sobre novas medidas temporárias de prevenção ao contágio COVID-19 (novo coronavírus) no âmbito do ...";"http://leismunicipa.is/koyfg";"MS";0;0;1;0;0;0;0;2020-05-26;500570;5005707;50
"Xavantina";"Decreto Nº 456 de 26 de maio de 2020";"Cria grupo de trabalho para acompanhamento do impacto financeiro-or?ament?rio no Munic?pio de Xavantina em raz?o da emerg?ncia em sa?de p?blica decorrente da pandemia do novo coron...";"http://leismunicipa.is/ioybe";"SC";0;0;1;0;0;0;0;2020-05-26;421960;4219606;42
"Encantado";"Decreto Nº 94 de 26 de maio de 2020";"Abre crédito suplementar no valor de R$ 550.000 00.";"http://leismunicipa.is/ibeyo";"RS";0;0;1;0;0;0;0;2020-05-26;430680;4306809;43
"Treviso";"Decreto Nº 302 de 26 de maio de 2020";"PRORROGA O PRAZO FIXADO NO CALEND?RIO FISCAL PARA PAGAMENTO DO IPTU NO EXERC?CIO DE 2020, E D? OUTRAS PROVID?NCIAS.";"http://leismunicipa.is/aodiy";"SC";0;0;1;0;0;0;0;2020-05-26;421835;4218350;42
"Caçador";"Decreto Nº 8751 de 26 de maio de 2020";"Designa servidora para exercer fiscaliza??o de contratos administrativos.";"http://leismunicipa.is/yacio";"SC";0;0;1;0;0;0;0;2020-05-26;420300;4203006;42
"Florianópolis";"Decreto Nº 21603 de 26 de maio de 2020";"INSERE O INCISO XXIX NO ART. 11 DO DECRETO Nº 21.569, DE 15 DE MAIO DE 2020, QUE CONSOLIDA AS MEDIDAS PARA ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL...";"http://leismunicipa.is/chioy";"SC";0;0;1;0;0;0;0;2020-05-26;420540;4205407;42
"Rio Grande";"Decreto Nº 17174 de 26 de maio de 2020";"DISPÕE SOBRE A ABERTURA DE CRÉDITOS ADICIONAIS ESPECIAIS NO DEPARTAMENTO AUTÁRQUICO DE TRANSPORTES COLETIVOS, NO VALOR DE R$ 229.000,00.";"http://leismunicipa.is/yolhb";"RS";0;0;1;0;0;0;0;2020-05-26;431560;4315602;43
"Rio Grande";"Decreto Nº 17172 de 26 de maio de 2020";"REITERA O ESTADO DE CALAMIDADE PÚBLICA NO ÂMBITO DO MUNICÍPIO DO RIO GRANDE EM RAZÃO DA PANDEMIA DO COVID-19, ESTABELECE NORMAS AMPLIADAS PARA O FUNCIONAMENTO DE ATIVIDADES INDUSTR...";"http://leismunicipa.is/lhyob";"RS";0;0;1;0;0;0;0;2020-05-26;431560;4315602;43
"Paulínia";"Decreto Nº 7814 de 26 de maio de 2020";"""DISPÕE SOBRE AS MEDIDAS DE FLEXIBILIZAÇÃO RESPONSÁVEL DA QUARENTENA E DE SEGURANÇA SANITÁRIA PARA CONTENÇÃO DO CORONAVÍRUS (COVID-19)"".";"http://leismunicipa.is/hybol";"SP";0;0;1;0;0;0;0;2020-05-26;353650;3536505;35
"Nova Candelária";"Lei Ordinária Nº 1249 de 26 de maio de 2020";"RECONHECE A REITERAÇÃO DA CALAMIDADE PÚBLICA MUNICIPAL  CONVALIDA AS MEDIDAS DISCIPLINADAS NOS DECRETOS Nº 1087/20  DE 17 DE ABRIL DE 2020 E Nº 1094/20  DE 14 DE MAIO DE 2020 E DÁ ...";"http://leismunicipa.is/imyok";"RS";1;0;0;0;0;0;0;2020-05-26;431301;4313011;43
"Nova Candelária";"Lei Ordinária Nº 1248 de 26 de maio de 2020";"ALTERA A LEI MUNICIPAL Nº 1239/20  DE 24 DE MARÇO DE 2020  QUE INSTITUI O PROGRAMA DE INCENTIVOS A EMISSÃO DE NOTAS FISCAIS  ESTABELECENDO OS SORTEIOS E PREMIAÇÕES EM FUNÇÃO DA PAN...";"http://leismunicipa.is/kyoim";"RS";1;0;0;0;0;0;0;2020-05-26;431301;4313011;43
"Teutônia";"Lei Ordinária Nº 5368 de 26 de maio de 2020";"Regulamenta a concessão do benefício de vale-alimentação instituído pela Lei 4.985, de 27 de abril de 2018, durante o período excepcional de emergência pública internacional, decor...";"http://leismunicipa.is/bomly";"RS";1;0;0;0;0;0;0;2020-05-26;432145;4321451;43
"Bom Jesus";"Decreto Nº 52 de 26 de maio de 2020";"Disp?e sobre uso obrigat?rio de mascaras nas reparti??es p?blicas do Munic?pio, no comercio local e nas vias p?blicas, e d? outras provid?ncias.";"http://leismunicipa.is/yekoh";"SC";0;0;1;0;0;0;0;2020-05-26;250220;2502201;25
"Bom Jesus";"Decreto Nº 52 de 26 de maio de 2020";"Disp?e sobre uso obrigat?rio de mascaras nas reparti??es p?blicas do Munic?pio, no comercio local e nas vias p?blicas, e d? outras provid?ncias.";"http://leismunicipa.is/yekoh";"SC";0;0;1;0;0;0;0;2020-05-26;220190;2201903;22
"Bom Jesus";"Decreto Nº 52 de 26 de maio de 2020";"Disp?e sobre uso obrigat?rio de mascaras nas reparti??es p?blicas do Munic?pio, no comercio local e nas vias p?blicas, e d? outras provid?ncias.";"http://leismunicipa.is/yekoh";"SC";0;0;1;0;0;0;0;2020-05-26;240170;2401701;24
"Bom Jesus";"Decreto Nº 52 de 26 de maio de 2020";"Disp?e sobre uso obrigat?rio de mascaras nas reparti??es p?blicas do Munic?pio, no comercio local e nas vias p?blicas, e d? outras provid?ncias.";"http://leismunicipa.is/yekoh";"SC";0;0;1;0;0;0;0;2020-05-26;430230;4302303;43
"Bom Jesus";"Decreto Nº 52 de 26 de maio de 2020";"Disp?e sobre uso obrigat?rio de mascaras nas reparti??es p?blicas do Munic?pio, no comercio local e nas vias p?blicas, e d? outras provid?ncias.";"http://leismunicipa.is/yekoh";"SC";0;0;1;0;0;0;0;2020-05-26;420253;4202537;42
"Vila Maria";"Lei Ordinária Nº 3791 de 26 de maio de 2020";"Autoriza o Poder Executivo Municipal contribuir de forma extraordinária em favor da AMPLA - Associação dos Municípios do Planalto  para subsidiar ações de combate ao Covid-19 junto...";"http://leismunicipa.is/ykaho";"RS";1;0;0;0;0;0;0;2020-05-26;432340;4323408;43
"São Bernardino";"Decreto Nº 150 de 26 de maio de 2020";"DISPÕE SOBRE A ABERTURA DE CRÉDITO ADICIONAL SUPLEMENTAR NO PLANO PLURIANUAL - PPA 2018/2021, INCLUI NA LEI DE DIRETRIZES ORÇAMENTÁRIAS - LDO/2019 E NO ORÇAMENTO 2020 DO MUNICÍPIO ...";"http://leismunicipa.is/okjiy";"SC";0;0;1;0;0;0;0;2020-05-26;421575;4215752;42
"Salvador";"Decreto Nº 32440 de 26 de maio de 2020";"Define ações regionalizadas para enfrentamento da pandemia decorrente do coronavírus mediante apoio e proteção aos moradores e restrição de atividades, na forma que indica e dá out...";"http://leismunicipa.is/fiybp";"BA";0;0;1;0;0;0;0;2020-05-26;292740;2927408;29
"Tapejara";"Decreto Nº 4761 de 26 de maio de 2020";"Define o período para protocolo dos pedidos de isenção de IPTU do exercício de 2020 no Município de Tapejara.";"http://leismunicipa.is/hjgyp";"RS";0;0;1;0;0;0;0;2020-05-26;412680;4126801;41
"Tapejara";"Decreto Nº 4761 de 26 de maio de 2020";"Define o período para protocolo dos pedidos de isenção de IPTU do exercício de 2020 no Município de Tapejara.";"http://leismunicipa.is/hjgyp";"RS";0;0;1;0;0;0;0;2020-05-26;432090;4320909;43
"Sorocaba";"Decreto Nº 25762 de 26 de maio de 2020";"(Eleva o crédito adicional extraordinário para despesa de investimento das ações de enfrentamento da emergência pública decorrente do novo Coronavírus - COVID-19 e dá outras provid...";"http://leismunicipa.is/yfohn";"SP";0;0;1;0;0;0;0;2020-05-26;355220;3552205;35
"Foz do Iguaçu";"Decreto Nº 28159 de 26 de maio de 2020";"Altera o Decreto nº 28.055, de 20 de abril de 2020, e alterações, que Consolida as medidas estabelecidas no Município de Foz do Iguaçu de controle e prevenção para o enfrentamento ...";"http://leismunicipa.is/lkgyo";"PR";0;0;1;0;0;0;0;2020-05-26;410830;4108304;41
"Pirapó";"Lei Ordinária Nº 1823 de 26 de maio de 2020";"Dispõe sobre autorização para abertura de um Crédito Adicional Suplementar e dá outras providências.";"http://leismunicipa.is/oymik";"RS";1;0;0;0;0;0;0;2020-05-26;431455;4314555;43
"Teutônia";"Lei Ordinária Nº 5371 de 26 de maio de 2020";"Autoriza a abertura de Crédito Adicional Suplementar no valor de R$ 27.000,00 (vinte e sete mil reais) e dá outras providências.";"http://leismunicipa.is/bmyol";"RS";1;0;0;0;0;0;0;2020-05-26;432145;4321451;43
"Teutônia";"Lei Ordinária Nº 5367 de 26 de maio de 2020";"Autoriza repasse financeiro à Associação Beneficente Ouro Branco, oriundo de Emenda Parlamentar Estadual relativa ao enfrentamento da COVID-19 e dá outras providências.";"http://leismunicipa.is/bmoyl";"RS";1;0;0;0;0;0;0;2020-05-26;432145;4321451;43
"Teutônia";"Decreto Nº 2767 de 26 de maio de 2020";"Abre Crédito Adicional Suplementar no valor de R$ 27.000,00 (vinte e sete mil reais) e dá outras providências.";"http://leismunicipa.is/omcyl";"RS";0;0;1;0;0;0;0;2020-05-26;432145;4321451;43
"Teutônia";"Lei Ordinária Nº 5370 de 26 de maio de 2020";"Autoriza a concessão de Incentivo ao Desenvolvimento Econômico e Social à empresa Paulo Roberto Ribeiro e CIA LTDA, e dá outras providências.";"http://leismunicipa.is/dyoml";"RS";1;0;0;0;0;0;0;2020-05-26;432145;4321451;43
"Teutônia";"Lei Ordinária Nº 5373 de 26 de maio de 2020";"Autoriza a abertura de Crédito Adicional Especial no valor de R$ 63.635,04 (sessenta e três mil seiscentos e trinta e cinco reais e quatro centavos), e dá outras providências.";"http://leismunicipa.is/mlyod";"RS";1;0;0;0;0;0;0;2020-05-26;432145;4321451;43
"Tangará";"Lei Ordinária Nº 2504 de 26 de maio de 2020";"DISPÕE SOBRE MEDIDAS ADMINISTRATIVAS A SEREM ADOTADAS NO ÂMBITO DO PODER EXECUTIVO DO MUNICÍPIO DE TANGARÁ, PARA ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNA...";"http://leismunicipa.is/bofyc";"SC";1;0;0;0;0;0;0;2020-05-26;241400;2414001;24
"Tangará";"Lei Ordinária Nº 2504 de 26 de maio de 2020";"DISPÕE SOBRE MEDIDAS ADMINISTRATIVAS A SEREM ADOTADAS NO ÂMBITO DO PODER EXECUTIVO DO MUNICÍPIO DE TANGARÁ, PARA ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNA...";"http://leismunicipa.is/bofyc";"SC";1;0;0;0;0;0;0;2020-05-26;421790;4217907;42
"Godoy Moreira";"Decreto Nº 2354 de 26 de maio de 2020";"Decreto n. 2354-2020 - COVID 19  Complementação Abertura Igrejas";"http://leismunicipa.is/dyomg";"PR";0;0;1;0;0;0;0;2020-05-26;410855;4108551;41
"Maracaju";"Decreto Nº 102 de 26 de maio de 2020";"""Homologa a Resolução nº 006/2020/CMS/MJU/MS, de 15 de maio de 2020, do Conselho Municipal de Saúde de Maracaju - MS e dá outras providências"".";"http://leismunicipa.is/aheoy";"MS";0;0;1;0;0;0;0;2020-05-26;500540;5005400;50
"Jaboticaba";"Decreto Nº 66 de 26 de maio de 2020";"ABRE CRÉDITO ADICIONAL ESPECIAL PARA INCLUIR CONTAS DE DESPESA (ELEMENTOS) NO ORÇAMENTO MUNICIPAL VIGENTE E DÁ OUTRAS PROVIDÊNCIAS.";"http://leismunicipa.is/ymlfn";"RS";0;0;1;0;0;0;0;2020-05-26;431085;4310850;43
"Jaboticaba";"Lei Ordinária Nº 4453 de 26 de maio de 2020";"ABRE CRÉDITO ADICIONAL ESPECIAL PARA INCLUIR CONTAS DE DESPESA (ELEMENTOS) NO ORÇAMENTO MUNICIPAL VIGENTE E DÁ OUTRAS PROVIDÊNCIAS.";"http://leismunicipa.is/nymlf";"RS";1;0;0;0;0;0;0;2020-05-26;431085;4310850;43
"Ijuí";"Decreto Nº 7073 de 26 de maio de 2020";"Recepciona o Decreto Estadual nº 55.269, de 24 de maio de 2020, que determina a aplicação das medidas sanitárias segmentadas de que trata o art. 19 do Decreto nº 55.240, de 10 de m...";"http://leismunicipa.is/ocady";"RS";0;0;1;0;0;0;0;2020-05-26;431020;4310207;43
"Sapucaia do Sul";"Decreto Nº 4532 de 26 de maio de 2020";"ALTERA O DECRETO Nº 4511, DE 6 DE ABRIL DE 2020, QUE DETERMINA MEDIDAS PARA FINS DE PREVENÇÃO E DE ENFRENTAMENTO À EPIDEMIA CAUSADA PELO COVID-19 (NOVO CORONAVÍRUS).";"http://leismunicipa.is/ecyoh";"RS";0;0;1;0;0;0;0;2020-05-26;432000;4320008;43
"Guaraqueçaba";"Lei Ordinária Nº 794 de 26 de maio de 2020";"AUTORIZA A ABERTURA DE CRÉDITO ADICIONAL ESPECIAL NO VALOR DE R$ 30.002,81 (TRINTA MIL E DOIS REAIS E OITENTA E UM CENTAVOS) PARA REFORÇO DE DOTAÇÃO CONSIGNADA NO ORÇAMENTO VIGENTE...";"http://leismunicipa.is/eoyfh";"PR";1;0;0;0;0;0;0;2020-05-26;410950;4109500;41
"Itapevi";"Lei Ordinária Nº 2787 de 26 de maio de 2020";"""DISPÕE SOBRE A PRORROGAÇÃO DA DATA BASE 2020 PARA REVISÃO GERAL DOS VENCIMENTOS, SALÁRIOS, PROVENTOS E DEMAIS PARCELAS REMUNERATÓRIAS DOS SERVIDORES MUNICIPAIS E DÁ OUTRAS PROVIDÊ...";"http://leismunicipa.is/obkye";"SP";1;0;0;0;0;0;0;2020-05-26;352250;3522505;35
"Jupiá";"Decreto Nº 1706 de 26 de maio de 2020";"DISP?E SOBRE SUSPENS?O TEMPOR?RIA DA ATIVIDADE AMBULANTE NO TERRIT?RIO DO MUNIC?PIO DE JUPI?, E D? OUTRAS PROVID?NCIAS.";"http://leismunicipa.is/hyfol";"SC";0;0;1;0;0;0;0;2020-05-26;420917;4209177;42
"Porto Belo";"Decreto Nº 2443 de 26 de maio de 2020";"Altera e insere os itens que especifica do Decreto Municipal nº 2402/2020 e dá outras providências.";"http://leismunicipa.is/eigyo";"SC";0;0;1;0;0;0;0;2020-05-26;421350;4213500;42
"Penha";"Decreto Nº 3535 de 26 de maio de 2020";" DETERMINA O CALENDÁRIO DE FERIADOS E PONTOS FACULTATIVOS DO PERÍODO COMPREENDIDO ENTRE JANEIRO A DEZEMBRO DE 2020.";"http://leismunicipa.is/oiyeg";"SC";0;0;1;0;0;0;0;2020-05-26;421250;4212502;42
"Rolante";"Lei Ordinária Nº 4451 de 26 de maio de 2020";"INSTITUI O PROGRAMA EMERGENCIAL DE AUXÍLIO AO COMÉRCIO E PRESTAÇÃO DE SERVIÇOS FORMAIS PARA ENFRENTAMENTO DO ESTADO DE CALAMIDADE PÚBLICA RECONHECIDO PELO DECRETO MUNICIPAL Nº 4432...";"http://leismunicipa.is/yofgl";"RS";1;0;0;0;0;0;0;2020-05-26;431600;4316006;43
"Atibaia";"Decreto Nº 9191 de 26 de maio de 2020";"Dispõe sobre a abertura de um crédito suplementar no valor de R$ 164.364,12 (cento e sessenta e quatro mil, trezentos e sessenta e quatro reais e doze centavos).";"http://leismunicipa.is/gfyoi";"SP";0;0;1;0;0;0;0;2020-05-26;350410;3504107;35
"Salvador";"Lei Ordinária Nº 9529 de 26 de maio de 2020";"Autoriza o Poder Executivo Municipal a destinar recursos para pagamento de auxílio financeiro em favor de indivíduos residentes no Município de Salvador infectados com o novo coron...";"http://leismunicipa.is/daoyl";"BA";1;0;0;0;0;0;0;2020-05-26;292740;2927408;29
"São Bento do Sul";"Decreto Nº 1781 de 26 de maio de 2020";"ESTABELECE MEDIDAS PARA A GESTÃO DAS DESPESAS E CONTROLE DE GASTOS DE CUSTEIO E PESSOAL, PARA ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE D...";"http://leismunicipa.is/odiya";"SC";0;0;1;0;0;0;0;2020-05-26;421580;4215802;42
"Sapucaia do Sul";"Decreto Nº 4533 de 26 de maio de 2020";"Abre crédito extraordinário no valor de R$ 646.535,85 (seiscentos e quarenta e seis mil, quinhentos e trinta e cinco reais e oitenta e cinco centavos) criando rubrica no Orçamento ...";"http://leismunicipa.is/yecho";"RS";0;0;1;0;0;0;0;2020-05-26;432000;4320008;43
"Xangri-lá";"Decreto Nº 56 de 26 de maio de 2020";"Estabelece o procedimento de fiscalização das medidas estabelecidas para o enfrentamento da emergência de saúde pública de importância internacional decorrente do surto epidêmico d...";"http://leismunicipa.is/hdeyo";"RS";0;0;1;0;0;0;0;2020-05-26;432380;4323804;43
"Campina Grande do Sul";"Decreto Nº 1310 de 26 de maio de 2020";"Prorroga o mandato dos Conselhos Municipais que especifica, em decorrência da pandemia do Covid-19, pelo período de 90 (noventa) dias, na forma que especifica.";"http://leismunicipa.is/ahofy";"PR";0;0;1;0;0;0;0;2020-05-26;410400;4104006;41
"Entre Rios";"Decreto Nº 49 de 26 de maio de 2020";"DISP?E SOBRE A ADO??O DE NOVAS MEDIDAS EM SA?DE P?BLICA PARA ENFRENTAMENTO DA DOEN?A CORONAV?RUS - COVID-19, NO MUNIC?PIO DE ENTRE RIOS, MANTENDO-SE A DECLAR??O DE SITUA??O DE EMER...";"http://leismunicipa.is/biyod";"SC";0;0;1;0;0;0;0;2020-05-26;291050;2910503;29
"Entre Rios";"Decreto Nº 49 de 26 de maio de 2020";"DISP?E SOBRE A ADO??O DE NOVAS MEDIDAS EM SA?DE P?BLICA PARA ENFRENTAMENTO DA DOEN?A CORONAV?RUS - COVID-19, NO MUNIC?PIO DE ENTRE RIOS, MANTENDO-SE A DECLAR??O DE SITUA??O DE EMER...";"http://leismunicipa.is/biyod";"SC";0;0;1;0;0;0;0;2020-05-26;420517;4205175;42
"Itá";"Lei Ordinária Nº 2619 de 26 de maio de 2020";"Autoriza o Poder Executivo Municipal a receber recursos financeiros por doa??es volunt?rias para implementa??o de medidas de enfrentamento ? emerg?ncia de sa?de p?blica decorrente ...";"http://leismunicipa.is/byodi";"SC";1;0;0;0;0;0;0;2020-05-26;420800;4208005;42
"São Bernardino";"Decreto Nº 149 de 26 de maio de 2020";"Adota medidas administrativas no ?mbito do Munic?pio em cumprimento ?s a??es em sa?de p?blica emanadas dos Governos Federal e Estadual voltadas ao enfrentamento e ? elimina??o dos ...";"http://leismunicipa.is/odyai";"SC";0;0;1;0;0;0;0;2020-05-26;421575;4215752;42
"Rio do Sul";"Decreto Nº 9060 de 26 de maio de 2020";"ABRE CR?DITO ADICIONAL SUPLEMENTAR POR EXCESSO DE ARRECADA??O NO FUNDO MUNICIPAL DE SA?DE DE RIO DO SUL.";"http://leismunicipa.is/idoya";"SC";0;0;1;0;0;0;0;2020-05-26;421480;4214805;42
"Tupanci do Sul";"Resolução de Mesa Legislativa Nº 3 de 26 de maio de 2020";"DETERMINA MEDIDAS DE PREVENÇÃO AO CORONAVÍRUS (COVID-19) NAS DEPENDÊNCIAS DA CÂMARA MUNICIPAL DE VEREADORES DE TUPANCI DO SUL-RS";"http://leismunicipa.is/cboyh";"RS";0;0;0;0;0;0;1;2020-05-26;432218;4322186;43
"Águas de Chapecó";"Decreto Nº 82 de 26 de maio de 2020";"";"http://leismunicipa.is/acyio";"SC";0;0;1;0;0;0;0;2020-05-26;420050;4200507;42
"Nova Mutum";"Lei Ordinária Nº 2398 de 26 de maio de 2020";"<U+0093>Dispõe sobre a abertura de Crédito Adicional Especial no orçamento do Município de Nova Mutum, no valor de até R$ 724.356,66 (Setecentos e vinte e quatro mil, trezentos e cinquent...";"http://leismunicipa.is/ofigy";"MT";1;0;0;0;0;0;0;2020-05-26;510622;5106224;51
"União do Oeste";"Lei Ordinária Nº 1161 de 26 de maio de 2020";"Dispõe sobre medidas administrativas a serem adotadas no âmbito do Poder Executivo do  Município de União do Oeste, para enfrentamento da emergência de saúde pública de importância...";"http://leismunicipa.is/nykim";"SC";1;0;0;0;0;0;0;2020-05-26;421885;4218855;42
"Jaboticaba";"Decreto Nº 65 de 26 de maio de 2020";"ABRE CRÉDITO ADICIONAL ESPECIAL PARA INCLUIR CONTAS DE DESPESA (ELEMENTOS) NO ORÇAMENTO MUNICIPAL VIGENTE E DÁ OUTRAS PROVIDÊNCIAS.";"http://leismunicipa.is/elnym";"RS";0;0;1;0;0;0;0;2020-05-26;431085;4310850;43
"Xangri-lá";"Decreto Nº 55 de 26 de maio de 2020";"Altera o art. 13, acrescenta o Art. 13-A, altera os arts. 16, 18 e 33, todos do Decreto nº 54, de 13 de maio de 2020 que ""Reitera o estado de calamidade pública e adere ao Sistema ...";"http://leismunicipa.is/bydoc";"RS";0;0;1;0;0;0;0;2020-05-26;432380;4323804;43
"Uberlândia";"Decreto Nº 18637 de 26 de maio de 2020";"INSTITUI O SISTEMA INFORMATIZADO E DIGITAL DE VIGILÂNCIA EPIDEMIOLÓGICA NO MUNICíPIO DE UBERLÂNDIA, DENOMINADO <U+0093>SISTEMA EPIDEMIOLÓGICO<U+0094>.";"http://leismunicipa.is/oecya";"MG";0;0;1;0;0;0;0;2020-05-26;317020;3170206;31
"Vacaria";"Decreto Nº 89 de 26 de maio de 2020";"Suplementa dotação no orçamento em execução.";"http://leismunicipa.is/dayno";"RS";0;0;1;0;0;0;0;2020-05-26;432250;4322509;43
"Nova Candelária";"Decreto Nº 1096 de 26 de maio de 2020";"FICA ABERTO UM CRÉDITO ESPECIAL NO VALOR DE R$ 18.000 00  UTILIZANDO COMO RECURSOS O EXCESSO DE ARRECADAÇÃO DE RECEITA E DÁ OUTRAS PROVIDÊNCIAS.";"http://leismunicipa.is/iymok";"RS";0;0;1;0;0;0;0;2020-05-26;431301;4313011;43
"Timbé do Sul";"Decreto Nº 94 de 26 de maio de 2020";"ABRE CR?DITO ADICIONAL SUPLEMENTAR AO OR?AMENTO DO MUNIC?PIO DE TIMB? DO SUL NO EXERC?CIO 2020.";"http://leismunicipa.is/oydhm";"SC";0;0;1;0;0;0;0;2020-05-26;421810;4218103;42
"Iporã do Oeste";"Decreto Nº 83 de 26 de maio de 2020";"";"http://leismunicipa.is/lodye";"SC";0;0;1;0;0;0;0;2020-05-26;420765;4207650;42
"Campo Largo";"Decreto Nº 174 de 26 de maio de 2020";"Procede a abertura de um Crédito Adicional Extraordinário no Orçamento do Município de Campo Largo para o exercício de 2020 e efetua outros procedimentos de natureza orçamentária.";"http://leismunicipa.is/dolfy";"PR";0;0;1;0;0;0;0;2020-05-26;410420;4104204;41
"São Vicente do Sul";"Decreto Nº 51 de 26 de maio de 2020";"Dispõe sobre medidas para o enfrentamento da emergência de saúde pública de importância internacional decorrente do surto epidêmico de Coronavírus (COVID-19) no âmbito da Administr...";"http://leismunicipa.is/obyjn";"RS";0;0;1;0;0;0;0;2020-05-26;431980;4319802;43
"São Vicente do Sul";"Decreto Nº 50 de 26 de maio de 2020";"Reitera a declaração de estado de calamidade pública no âmbito do Município de São Vicente do Sul e dispõe sobre medidas para o enfrentamento da emergência de saúde pública de impo...";"http://leismunicipa.is/jocny";"RS";0;0;1;0;0;0;0;2020-05-26;431980;4319802;43
"Bragança Paulista";"Decreto Nº 3283 de 26 de maio de 2020";"Prorroga o prazo de vigência da situação de emergência declarada através do Decreto nº 3.166/2020, alterado pelo Decreto 3.248/2020.";"http://leismunicipa.is/fpiey";"SP";0;0;1;0;0;0;0;2020-05-26;350760;3507605;35
"Ibirapuitã";"Decreto Nº 3042 de 26 de maio de 2020";"Estabelece medidas administrativas para o enfrentamento do Estado de Calamidade Pública vivenciado pelo novo coronavirus (Covid-19)";"http://leismunicipa.is/nyome";"RS";0;0;1;0;0;0;0;2020-05-26;430995;4309951;43
"São Vendelino";"Lei Ordinária Nº 1380 de 26 de maio de 2020";"AUTORIZA A ABERTURA DE CRÉDITO ESPECIAL NO ORÇAMENTO DO MUNICÍPIO DE SÃO VENDELINO PARA O EXERCÍCIO DE 2020.";"http://leismunicipa.is/ecyip";"RS";1;0;0;0;0;0;0;2020-05-26;431975;4319752;43
"Nova Mutum";"Decreto Nº 77 de 26 de maio de 2020";"<U+0093>Dispõe sobre a realização de Audiência Pública Virtual no âmbito da Administração Direta e Indireta do Município de Nova Mutum, e dá outras providências<U+0094>.";"http://leismunicipa.is/olgny";"MT";0;0;1;0;0;0;0;2020-05-26;510622;5106224;51
